text,label,id,toxicity_score,target_groups
jared taylor on jews,0,1466,1.0,['all_groups']
the end of a myth most new serial killers in america are not white males more,0,1699,1.0,['all_groups']
it is possible because pp does not own the animal slaughterhouses they own the defenseless children slaughterhouses,0,9740,1.0,['all_groups']
one power specifically granted to the president is control over immigration,0,13522,1.0,['all_groups']
abortion in the us is a coin toss heads it is white tails it is non white,0,7622,1.0,['all_groups']
what is the shrug movement he does on the third part,0,14689,1.0,['all_groups']
i m no admirer of crooked appeaser gandhi but that doesnt mean i love hitler,0,6039,1.0,['all_groups']
conflation it s not the carols again you continue to perpetuate this scam this lie if the racist is criticized you must hate christmas or you must hate whites you re a liar,0,7708,1.0,['all_groups']
race is based on racial traits spanish have always been white but i have n,0,11733,1.0,['all_groups']
i heard congress had condemned them oh wait they condemned a legal assembly of people who didn t riot and loot silly me,0,6029,1.0,['all_groups']
welcome to commieville anarchists hijack charlottesville city hall again via,0,15581,1.0,['all_groups']
republicans to vote on condemning white supremacists via,0,8992,1.0,['all_groups']
cia plotting second wave of islamic attacks in europe isis germany refugeeswelcome,0,8450,1.0,['all_groups']
the alt right and white supremacy via,0,17281,1.0,['all_groups']
dallas shooting suspect micah johnson wanted to kill white people will spin this blame guns,0,7716,1.0,['all_groups']
white privilege is a myth i ve been discriminated against 4 jobs housing education assistance n welfare because i was white,0,17434,1.0,['all_groups']
pew white majority now believes life has gotten worse via,0,10775,1.0,['all_groups']
what s your problem with other people of color,0,15591,1.0,['all_groups']
so that explains all the inner fighting and hate among whites,0,15430,1.0,['all_groups']
love the new swag books and accessories you re def doing your part to makeamericagreatagain,0,2420,1.0,['all_groups']
mum thankful for baby girl after abortion attempt failed news the christian institute,0,6172,1.0,['all_groups']
take you at ur word they r traditionally more like i described tend 2 be cover for ethnic nationalists,0,15454,1.0,['all_groups']
i m shocked people not excited by the prospect of being lectured to by a pack of comically clueless drainers,0,7850,1.0,['all_groups']
out of curiosity have you seen anywhere that estimates the number of muslims that are extremist,0,1590,1.0,['all_groups']
he s a gay jew not a white supremacist,0,420,1.0,['all_groups']
you are not racist you just call it how you see it don t let anyone silence you,0,9252,1.0,['all_groups']
definitely antifa that s a big fella there 240 lbs and he s got 6 inches on the copy holding him he could do so,0,13071,1.0,['all_groups']
using american as a code word for white makes you pretty racist man sorry,0,17378,1.0,['all_groups']
people who are against national socialism typically know nothing about it their source of knowledge is the almighty tv fact facebook,0,1008,1.0,['all_groups']
ethnies not race genetically some black are closer to some white that other blacks,0,5936,1.0,['all_groups']
crooked hillary clinton says that she got more primary votes than donald trump but i had 17 people to beatshe had one,0,1276,1.0,['all_groups']
rt hutterites are a white anabaptist group that originated in austria in the 16th century they are examples of the peaceful idyllic life that all white communities can create for themselves walter osterman,0,3791,1.0,['all_groups']
and if somebody really thinks they must vote then vote third party or write in it won t do anything but make you feel good but,0,3033,1.0,['all_groups']
i have nothing for or against the label i just want my and other people to survive be treated fairl,0,18727,1.0,['all_groups']
you speak the truth its a shame such a divisive american hating fraudulent person was our first a,0,16591,1.0,['all_groups']
stricter standards force abortion clinics to close pro lifers cheer shrinking numbers,0,9417,1.0,['all_groups']
people were told bannon leaving wouldn t change anything neo cohens have total control of the,0,2064,1.0,['all_groups']
bigot richard spencer comes to the defense of nazis,0,2144,1.0,['all_groups']
can i call you ahabe wallace,0,4006,1.0,['all_groups']
the new centry foundatin is a white supremacists thinking tank arm of the,0,18227,1.0,['all_groups']
not sure referencing evropa when making a plea for american workers makes sense,0,1554,1.0,['all_groups']
more ceos jump on the liberal brand wagon secondvote,0,9803,1.0,['all_groups']
imagine how boring 2016 would have been if scott walker ted cruz bobby jindal and jeb would have been the final four,0,15231,1.0,['all_groups']
reza aslan is a zombie who feeds on human brains that explains everything,0,8066,1.0,['all_groups']
littlemarco poised to head into tuesday with tremendous momentum from puerto rico us virgin islands guam and dc,0,15788,1.0,['all_groups']
thank you for educating me on the prophet muhammad and islam you should be awarded by your country for invaluable service,0,9974,1.0,['all_groups']
i ve been hit with hate crimes for about the last 2 3 months they target me because i appear to be white though i m white asian,0,12429,1.0,['all_groups']
atheism is a jewish concept via,0,16815,1.0,['all_groups']
this right here is why the alt right will never be mainstream right zero appeal to conservatives,0,6370,1.0,['all_groups']
the land of freedom more than 100 national socialists escaping in zionist occupied germany read more,0,1038,1.0,['all_groups']
if americans are considered racist for wanting illegals out of here so that their kids can have a chance in life i guess i m racist,0,10628,1.0,['all_groups']
100 agreed u are not racist,0,16717,1.0,['all_groups']
oregon militia standoff national reactions what you need to know alabama,0,18867,1.0,['all_groups']
2 fields ran into the crowd in the heat of passion as a result of provocations by antifa manslaughter,0,13060,1.0,['all_groups']
lol man brother got to proce he aint lost his mind welcome to being a white supremist u dont need to be white ask williams,0,3358,1.0,['all_groups']
black man punches white woman,0,18619,1.0,['all_groups']
if you are suggesting that white culture only exists as invented by white people then you are absolutely correct,0,5648,1.0,['all_groups']
races prefer to remain apart glad my parents brought me up in a completely cultural unlike my own sample,0,7449,1.0,['all_groups']
glenn beck s 8 28 event will fulfill prophecy and bring about the third great awakening right wing watch,0,5014,1.0,['all_groups']
all we got from the greatest generation when they got in power were hoaxes and diversity that was taught in ww2 whitegenocide,0,2095,1.0,['all_groups']
he s deleting legitimately critical comments on his article,0,5983,1.0,['all_groups']
you have to ask yourself just who is the racist now,0,5579,1.0,['all_groups']
missouri legislators override veto to prohibit illegal aliens from receiving scholarship mopol,0,2427,1.0,['all_groups']
where all white boys do there thing,0,15594,1.0,['all_groups']
national socialist education had a lasting effect read more via,0,18064,1.0,['all_groups']
a r on the other hand is a culture primarily of blogs memes podcasts and videos precisely because they were granted no other platform,0,2849,1.0,['all_groups']
not racist a true american,0,14436,1.0,['all_groups']
and you re racist for thinking jihad is limited to a race,0,15828,1.0,['all_groups']
3 months of liftwaffe lifting complete today am trying to do ric flairs 30 min of 100 rpm on bike as warmup,0,11252,1.0,['all_groups']
onthisday 2000 2 former arrested on murder charges in the 1963 church bombing in birmingham alabama that killed 4 black girls,0,15791,1.0,['all_groups']
india s economy is growing rapidly the coming together of our development needs swiss strengths can be beneficial,0,4187,1.0,['all_groups']
people can group up for all kinds of reasons and still work with other groups,0,11717,1.0,['all_groups']
are you now a terrorist are all white pro americans terrorists now,0,5842,1.0,['all_groups']
do y all celebrate black history month,0,5918,1.0,['all_groups']
market forces drive wages ann excluding gov intervention marxism,0,18034,1.0,['all_groups']
